User ID,Gender,Age,EstimatedSalary,Purchased
0,Female,60.0,135241.0,1
1,Male,30.0,39505.0,0
2,Male,31.0,147631.0,0
3,Female,23.0,130321.0,1
4,Female,19.0,147053.0,0
5,Male,59.0,148116.0,1
6,Female,39.0,143906.0,1
7,Male,31.0,144242.0,1
8,Male,30.0,131111.0,0
9,Female,59.0,50407.0,0
10,Male,60.0,148439.0,0
11,Female,19.0,137217.0,0
12,Female,58.0,146365.0,0
13,Male,26.0,77142.0,0
14,Female,59.0,79879.0,1
15,Female,29.0,133532.0,1
16,Female,37.0,120618.0,0
17,Male,20.0,149981.0,0
18,Male,60.0,145922.0,1
19,Male,30.0,132577.0,0
20,Male,42.0,103352.0,0
21,Male,59.0,133311.0,0
22,Female,28.0,130195.0,1
23,Male,59.0,37887.0,0
24,Female,38.0,108622.0,1
25,Male,58.0,109202.0,0
26,Female,59.0,120469.0,1
27,Male,36.0,134312.0,1
28,Female,26.0,107807.0,0
29,Female,20.0,75906.0,0
30,Female,59.0,81723.0,0
31,Male,39.0,134646.0,1
32,Female,58.0,149217.0,1
33,Female,60.0,119985.0,1
34,Female,30.0,79688.0,1
35,Male,58.0,107942.0,0
36,Male,20.0,76380.0,0
37,Male,29.0,107302.0,1
38,Male,60.0,133557.0,0
39,Male,59.0,120167.0,0
40,Female,58.0,104973.0,1
41,Female,30.0,132286.0,1
42,Male,60.0,149445.0,0
43,Female,58.0,39081.0,0
44,Male,38.0,131786.0,1
45,Male,30.0,129871.0,0
46,Female,23.0,130587.0,0
47,Female,59.0,143370.0,0
48,Female,27.0,104543.0,0
49,Female,33.0,38982.0,0
50,Female,30.0,145415.0,1
51,Female,32.0,133565.0,1
52,Male,58.0,146887.0,1
53,Female,31.0,144870.0,1
54,Female,59.0,80541.0,1
55,Female,60.0,146402.0,0
56,Male,29.0,146425.0,1
57,Female,30.0,146571.0,0
58,Female,30.0,136419.0,1
59,Female,44.0,135301.0,0
60,Female,60.0,104405.0,0
61,Female,59.0,37558.0,0
62,Male,60.0,144768.0,0
63,Female,44.0,77994.0,0
64,Female,23.0,118945.0,1
65,Female,42.0,50104.0,1
66,Male,32.0,133279.0,0
67,Female,42.0,148958.0,0
68,Male,23.0,52910.0,0
69,Female,59.0,133698.0,1
70,Male,23.0,146009.0,0
71,Female,29.0,143439.0,1
72,Male,26.0,102792.0,1
73,Male,42.0,106340.0,0
74,Male,30.0,134264.0,1
75,Female,31.0,107173.0,1
76,Female,59.0,120094.0,0
77,Female,60.0,146251.0,1
78,Female,30.0,135290.0,0
79,Female,30.0,81546.0,0
80,Female,39.0,121502.0,1
81,Female,26.0,102897.0,0
82,Female,32.0,133633.0,0
83,Male,29.0,148335.0,1
84,Female,59.0,131710.0,1
85,Female,29.0,144938.0,1
86,Female,60.0,133490.0,1
87,Female,30.0,135170.0,0
88,Female,45.0,146755.0,0
89,Male,42.0,146194.0,0
90,Female,37.0,149217.0,0
91,Male,59.0,148863.0,0
92,Female,29.0,148180.0,0
93,Male,38.0,147966.0,0
94,Female,60.0,107153.0,0
95,Female,30.0,147411.0,0
96,Female,43.0,131049.0,0
97,Female,29.0,76439.0,0
98,Male,28.0,131314.0,1
99,Female,59.0,41748.0,0
100,Male,42.0,144269.0,1
101,Female,43.0,107957.0,0
102,Male,42.0,104375.0,1
103,Male,30.0,132592.0,1
104,Female,41.0,106526.0,0
105,Female,25.0,146054.0,1
106,Male,60.0,135835.0,0
107,Female,23.0,136193.0,1
108,Female,30.0,146050.0,1
109,Male,29.0,78961.0,0
110,Female,29.0,106724.0,0
111,Male,59.0,132653.0,1
112,Male,29.0,136346.0,1
113,Female,26.0,147507.0,1
114,Male,24.0,147375.0,0
115,Female,28.0,36441.0,1
116,Male,32.0,130306.0,0
117,Female,29.0,143585.0,1
118,Male,30.0,145059.0,0
119,Male,30.0,144536.0,1
120,Male,30.0,104724.0,0
121,Female,38.0,106754.0,0
122,Male,59.0,134474.0,0
123,Male,60.0,135983.0,0
124,Female,29.0,121007.0,0
125,Male,58.0,147506.0,0
126,Female,60.0,104722.0,0
127,Female,58.0,149022.0,1
128,Male,35.0,135295.0,1
129,Female,58.0,141678.0,0
130,Male,60.0,148196.0,0
131,Female,30.0,134696.0,0
132,Female,31.0,148620.0,0
133,Female,59.0,133554.0,1
134,Female,58.0,118022.0,1
135,Male,29.0,145197.0,0
136,Female,58.0,136169.0,0
137,Male,59.0,144358.0,0
138,Male,59.0,132862.0,0
139,Female,31.0,103013.0,0
140,Male,38.0,119966.0,0
141,Female,58.0,146543.0,0
142,Female,58.0,104636.0,0
143,Male,60.0,116481.0,0
144,Male,29.0,118282.0,1
145,Male,44.0,147020.0,0
146,Female,24.0,107950.0,0
147,Male,30.0,143441.0,1
148,Male,30.0,143995.0,1
149,Male,31.0,132852.0,0
150,Female,59.0,135171.0,1
151,Male,31.0,148640.0,0
152,Female,29.0,134561.0,1
153,Male,59.0,50840.0,0
154,Female,60.0,136125.0,0
155,Male,36.0,133869.0,1
156,Male,29.0,130109.0,0
157,Female,30.0,118103.0,1
158,Female,32.0,106096.0,0
159,Female,58.0,130041.0,1
160,Male,42.0,81797.0,0
161,Female,42.0,78600.0,0
162,Male,59.0,133329.0,0
163,Male,25.0,116434.0,1
164,Male,38.0,144982.0,1
165,Male,38.0,132214.0,1
166,Female,43.0,147156.0,0
167,Female,29.0,79210.0,1
168,Male,30.0,147839.0,1
169,Female,31.0,103951.0,1
170,Female,45.0,106273.0,0
171,Female,29.0,105373.0,0
172,Female,37.0,147331.0,1
173,Female,58.0,134666.0,0
174,Male,19.0,145557.0,0
175,Female,39.0,132211.0,0
176,Female,38.0,79538.0,0
177,Male,59.0,40831.0,1
178,Male,29.0,133972.0,0
179,Female,60.0,148269.0,0
180,Female,32.0,107606.0,1
181,Male,26.0,133684.0,1
182,Female,45.0,39497.0,1
183,Female,19.0,130772.0,0
184,Male,59.0,147466.0,1
185,Male,19.0,134666.0,1
186,Female,41.0,130178.0,0
187,Male,58.0,102752.0,1
188,Male,59.0,134566.0,0
189,Female,44.0,148962.0,0
190,Female,36.0,129914.0,0
191,Female,29.0,120056.0,1
192,Female,30.0,148027.0,0
193,Male,32.0,81752.0,1
194,Male,38.0,37835.0,0
195,Female,27.0,105423.0,1
196,Female,59.0,133671.0,0
197,Female,44.0,120709.0,1
198,Female,32.0,129892.0,0
199,Female,58.0,146375.0,1
200,Female,59.0,118295.0,0
201,Male,44.0,143333.0,1
202,Female,31.0,108000.0,0
203,Female,30.0,145907.0,1
204,Female,23.0,147129.0,1
205,Female,30.0,134543.0,1
206,Male,30.0,75886.0,1
207,Female,45.0,130561.0,0
208,Female,59.0,122165.0,0
209,Male,29.0,132390.0,1
210,Male,42.0,129774.0,0
211,Female,60.0,149923.0,0
212,Male,56.0,135247.0,0
213,Female,60.0,50987.0,0
214,Female,29.0,130291.0,1
215,Male,45.0,147008.0,1
216,Female,30.0,77570.0,0
217,Female,29.0,103280.0,0
218,Male,30.0,147044.0,1
219,Male,31.0,143434.0,0
220,Male,38.0,81020.0,0
221,Male,30.0,147036.0,0
222,Female,29.0,144825.0,0
223,Male,58.0,132725.0,0
224,Female,28.0,143609.0,1
225,Male,29.0,103080.0,1
226,Male,24.0,131522.0,0
227,Female,59.0,78308.0,0
228,Male,37.0,145984.0,0
229,Male,37.0,120551.0,0
230,Female,24.0,81063.0,1
231,Female,60.0,104817.0,0
232,Female,58.0,77237.0,1
233,Female,60.0,119379.0,1
234,Female,58.0,146504.0,0
235,Female,60.0,134253.0,1
236,Female,27.0,132449.0,0
237,Female,58.0,143883.0,1
238,Female,58.0,141541.0,0
239,Male,59.0,103172.0,0
240,Male,30.0,53660.0,0
241,Female,20.0,143634.0,0
242,Female,37.0,121911.0,0
243,Female,42.0,131298.0,0
244,Male,59.0,143931.0,1
245,Female,27.0,135040.0,0
246,Female,26.0,130699.0,0
247,Female,31.0,117952.0,0
248,Female,58.0,135762.0,0
249,Female,29.0,135591.0,0
250,Female,59.0,132180.0,0
251,Male,59.0,143331.0,0
252,Male,60.0,144844.0,1
253,Male,26.0,132680.0,1
254,Male,37.0,146413.0,1
255,Female,22.0,134266.0,1
256,Female,30.0,146238.0,0
257,Female,59.0,132342.0,1
258,Male,30.0,144071.0,0
259,Female,43.0,147289.0,1
260,Female,45.0,135063.0,0
261,Female,28.0,77961.0,1
262,Female,59.0,132517.0,1
263,Male,23.0,107833.0,0
264,Male,58.0,135313.0,0
265,Male,26.0,134879.0,0
266,Female,58.0,144405.0,0
267,Female,29.0,132079.0,0
268,Female,59.0,136360.0,0
269,Female,32.0,82369.0,1
270,Male,59.0,135549.0,0
271,Male,59.0,53316.0,0
272,Female,38.0,116895.0,1
273,Male,31.0,132509.0,1
274,Female,31.0,120715.0,0
275,Male,24.0,40702.0,0
276,Male,19.0,134030.0,0
277,Male,59.0,135043.0,0
278,Male,32.0,143437.0,1
279,Male,27.0,144860.0,1
280,Female,59.0,108231.0,0
281,Male,44.0,143883.0,1
282,Male,37.0,120142.0,0
283,Female,29.0,40967.0,1
284,Female,30.0,119368.0,0
285,Female,31.0,106787.0,1
286,Male,59.0,109239.0,1
287,Female,31.0,135846.0,0
288,Female,19.0,129826.0,0
289,Male,27.0,76623.0,1
290,Female,30.0,134204.0,0
291,Female,29.0,131679.0,0
292,Male,60.0,130168.0,1
293,Female,60.0,131622.0,0
294,Female,29.0,149755.0,1
295,Female,38.0,148756.0,0
296,Female,24.0,120048.0,1
297,Male,29.0,135772.0,0
298,Male,29.0,79691.0,0
299,Male,32.0,116811.0,0
300,Male,60.0,146020.0,0
301,Male,33.0,139869.0,0
302,Female,59.0,145733.0,1
303,Female,38.0,134620.0,0
304,Female,60.0,131628.0,0
305,Female,30.0,143943.0,1
306,Female,22.0,130855.0,0
307,Female,29.0,131825.0,1
308,Male,26.0,147158.0,0
309,Female,58.0,134424.0,0
310,Male,41.0,143305.0,0
311,Female,59.0,146988.0,0
312,Female,32.0,148692.0,0
313,Female,29.0,106322.0,1
314,Male,59.0,132621.0,0
315,Female,42.0,149702.0,1
316,Female,38.0,41506.0,0
317,Female,59.0,82079.0,1
318,Male,29.0,133920.0,0
319,Male,33.0,130552.0,1
320,Female,29.0,78740.0,1
321,Female,28.0,122522.0,0
322,Female,42.0,40234.0,0
323,Female,59.0,146943.0,0
324,Female,54.0,108575.0,0
