Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
0,5.891995933274509,2.1235253009308384,4.5242733714054655,1.708105366618029,Iris-setosa
1,7.316431792529254,2.761745327274121,1.5364243450055777,2.1119554865786756,Iris-setosa
2,5.9957028845495515,3.081195708957556,3.8846922315731027,1.5391667907981028,Iris-setosa
3,5.786605015052734,3.7969188215409164,4.760448175486943,1.76398175755616,Iris-setosa
4,5.83202944984635,2.5782808038882634,1.3503581026250315,2.31756729981625,Iris-setosa
5,6.532888144741075,3.8084621133773826,5.881918792025321,2.0549631212240107,Iris-setosa
6,5.881083746026259,3.7872122110217434,3.7800443730296096,2.073518446523785,Iris-setosa
7,7.414596290694207,2.024957364800482,1.575187474041377,1.8212818663712276,Iris-setosa
8,7.625787451747424,2.024574895792322,1.3462808937297108,2.2892238462656636,Iris-setosa
9,5.8450087671019055,3.04085109746346,6.360108358850105,1.8024329098430139,Iris-setosa
10,7.52346031933516,2.112591472179506,4.439364217323216,0.934705088142838,Iris-setosa
11,5.83084363404713,2.7347825745475087,1.3414335279241774,1.4799166228431733,Iris-setosa
12,5.7907308119919465,3.6808621480702732,2.507465833520799,1.6731969848404278,Iris-setosa
13,7.496044756748301,3.6042956176604037,2.9186573432123524,2.0660687932151354,Iris-setosa
14,4.9513064194015595,3.202958001732339,1.5300149865099024,2.066646030066745,Iris-setosa
15,4.885091141445239,3.752581788509664,2.948488473135875,1.7216241432384634,Iris-setosa
16,5.003754326074283,2.1031010730343054,3.877652421990172,2.137604958953643,Iris-setosa
17,7.536901385686778,2.5024390042907427,2.258398766829538,2.137196019588886,Iris-setosa
18,7.505839102479386,3.4534869242996225,4.3290640357436425,1.4879072932855777,Iris-setosa
19,7.522389871079125,3.721333952880634,4.666467574310801,2.334170983034958,Iris-setosa
20,7.77582656247748,3.195100582472878,2.4723001258583857,2.1010754889839487,Iris-setosa
21,7.491369714686823,2.0156189233314423,4.456785885674731,2.0802666619222214,Iris-setosa
22,5.9017908918342386,2.1159823112560394,4.524144917399931,1.8384013669782786,Iris-setosa
23,7.483117107744779,3.7234687843933822,6.468671784442241,2.057742872701214,Iris-setosa
24,4.924985688781488,2.0568044483312136,4.703595156213563,2.102070608736552,Iris-setosa
