Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
0,54.88135039273247,31.03808259798114,59.28802707811576,44.679332036908114,Iris-versicolor
1,71.51893663724195,37.303486388074745,1.006369565609333,83.69903652886838,Iris-setosa
2,60.276337607164386,52.49704422542643,47.58261958572228,22.18240305099961,Iris-versicolor
3,54.48831829968969,75.05950229289876,70.87703909410486,49.394525566220125,Iris-virginica
4,42.36547993389047,33.35074657912753,4.39754320240906,92.96187394467545,Iris-setosa
5,64.58941130666561,92.41587666207636,87.95214830237302,66.72147067866749,Iris-setosa
6,43.75872112626925,86.23185468359024,52.00814166356731,79.80790197559975,Iris-setosa
7,89.17730007820798,4.869029597552855,3.066104832571792,55.09939701854862,Iris-virginica
8,96.36627605010293,25.364252425682277,22.44136119208402,98.046645884063,Iris-versicolor
9,38.34415188257777,44.613551265920194,95.3675696427313,58.86621546814742,Iris-setosa
10,79.17250380826646,10.462788874247408,58.23197330520553,4.551071396259154,Iris-setosa
11,52.88949197529045,34.847598903349706,10.747256776880453,19.798279993979484,Iris-virginica
12,56.80445610939323,74.00975256176825,28.75445022805615,40.4773628957148,Iris-versicolor
13,92.5596638292661,68.05144811428259,45.67036258604842,60.12771725737763,Iris-virginica
14,7.103605819788694,62.238442856600486,2.0950069267730465,77.19308674089599,Iris-virginica
15,8.712929970154072,71.05284027223456,41.16155136137588,41.30861259038863,Iris-setosa
16,2.021839744032572,20.492368695970175,48.94586354346981,71.00583050156887,Iris-versicolor
17,83.2619845547938,34.169811486473215,24.36778752812322,78.98695031091249,Iris-setosa
18,77.81567509498505,67.62424822774629,58.86390002919866,31.726019724998277,Iris-setosa
19,87.00121482468191,87.9234763031327,75.32401195921769,97.92702400358185,Iris-virginica
20,97.8618342232764,54.36780538280952,23.58342241056355,64.96564952358355,Iris-virginica
21,79.91585642167236,28.269965094553662,62.04999002799877,88.09980607861311,Iris-setosa
22,46.147936225293186,3.023525800598259,63.96222429637416,55.59376888086067,Iris-virginica
23,78.05291762864555,71.03368289742133,94.8540301128841,74.16031071523237,Iris-virginica
