Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
0,7.151995933274509,3.2035253009308384,4.819273371405465,1.348105366618029,Iris-versicolor
1,6.236431792529254,3.001745327274121,4.781424345005578,1.8719554865786756,Iris-virginica
2,5.635702884549552,2.961195708957556,4.474692231573103,1.5391667907981028,Iris-versicolor
3,6.686605015052734,3.1969188215409163,4.4654481754869435,1.40398175755616,Iris-versicolor
4,5.83202944984635,2.6982808038882635,3.710358102625032,1.23756729981625,Iris-versicolor
5,5.812888144741074,2.9684621133773823,4.111918792025321,1.4549631212240106,Iris-versicolor
6,6.241083746026259,2.8272122110217435,5.55004437302961,1.353518446523785,Iris-virginica
7,6.334596290694207,2.744957364800482,5.705187474041377,2.181281866371228,Iris-virginica
8,6.725787451747425,3.224574895792322,5.476280893729712,2.409223846265663,Iris-virginica
9,5.125008767101906,2.56085109746346,2.8201083588501046,1.082432909843014,Iris-versicolor
10,7.52346031933516,2.832591472179506,6.209364217323215,2.014705088142838,Iris-virginica
11,6.1908436340471305,2.854782574547509,4.586433527924179,1.3599166228431734,Iris-versicolor
12,5.430730811991947,2.240862148070273,3.982465833520799,1.3131969848404277,Iris-versicolor
13,6.776044756748301,3.2442956176604034,5.8686573432123526,2.3060687932151356,Iris-virginica
14,4.77130641940156,3.322958001732339,1.5300149865099024,0.1466460300667451,Iris-setosa
15,4.885091141445239,3.152581788509664,1.4734884731358746,0.1616241432384632,Iris-setosa
16,5.363754326074283,3.7831010730343055,1.5176524219901717,0.21760495895364326,Iris-setosa
17,7.536901385686778,2.742439004290743,6.093398766829538,2.017196019588886,Iris-virginica
18,5.705839102479386,2.7334869242996223,4.919064035743642,1.9679072932855777,Iris-virginica
19,6.442389871079125,2.7613339528806335,5.5514675743108,2.0941709830349584,Iris-virginica
20,6.69582656247748,3.195100582472878,5.717300125858386,2.4610754889839486,Iris-virginica
21,7.8513697146868235,3.6956189233314425,6.52178588567473,1.9602666619222213,Iris-virginica
22,6.441790891834239,2.3559823112560396,4.524144917399931,1.3584013669782786,Iris-versicolor
23,5.863117107744779,2.643468784393382,4.993671784442241,1.937742872701214,Iris-virginica
24,4.7449856887814885,3.376804448331214,1.458595156213562,0.18207060873655195,Iris-setosa
25,6.298126217452306,2.515115838315797,4.53707664896524,1.4310274333999449,Iris-versicolor
26,5.0981509303816805,3.432455221305857,1.3510465413193697,0.1380574295469538,Iris-setosa
27,7.6499596552198845,3.0749777473984996,6.245864178965617,2.3669174271373135,Iris-virginica
28,6.264341989582822,2.7963098847809293,4.18349657808843,1.3272853781170544,Iris-versicolor
29,5.733989146198737,2.9820854660210188,4.199198780147349,1.2961098853629989,Iris-versicolor
30,5.105861759779489,3.559154214633235,1.5162655492189951,0.3381003666358855,Iris-setosa
31,5.895755786998895,2.6123096527456293,4.880823240365622,1.9690459195715484,Iris-virginica
32,5.426888615870553,2.30970192579129,4.145032651475894,1.3048523176370588,Iris-versicolor
33,5.704905008862344,2.7387683672099614,4.222492439452938,1.3112173836798633,Iris-versicolor
34,5.478765874690406,3.427721037698025,1.7561691199863156,0.1240361965227991,Iris-setosa
35,6.102527506029523,2.233481406979474,4.351477745562185,1.4592173881935222,Iris-versicolor
36,6.769546843552712,3.176526835760013,4.820108443839319,1.4335729853935448,Iris-versicolor
37,5.991788237600368,2.157906970240175,4.410671601885309,1.5156652927684622,Iris-versicolor
38,6.248472095886682,3.3491406427949584,5.2514327363879705,2.303698548401829,Iris-virginica
39,4.9602675762217325,2.5705830095862847,4.426169381928077,1.6880480438049608,Iris-virginica
40,5.3802057074765965,2.3949271422974427,3.892216879906279,0.9452432644439569,Iris-versicolor
41,5.648844015963759,2.7703742453424893,4.312349116731028,1.3459206231247576,Iris-versicolor
42,6.616168499588701,2.9655506812283168,5.4296291526917795,1.7805408076611067,Iris-virginica
43,4.7039039578396835,3.335868057252057,1.746082994636577,0.11397897406355048,Iris-setosa
44,5.97853678529453,3.3224659544770136,5.1127004389223645,1.6125574612074007,Iris-versicolor
45,6.0766848217795575,3.3293505344112244,5.035676098967943,1.6521934493593733,Iris-versicolor
46,4.87439207647043,2.968785337923783,1.186117860038352,0.12392391063114795,Iris-setosa
47,5.122151933311721,3.4904278042608983,1.480205468509542,0.18892734479852655,Iris-setosa
48,5.42295086715074,3.3860932613164927,1.4416119651172066,0.36372466252544466,Iris-setosa
49,6.094157245052226,2.208905458384511,4.165621184571842,0.940179423260886,Iris-versicolor
50,6.424572304470376,2.25707401686109,4.31851235980995,1.4075845655394161,Iris-versicolor
51,5.640634522858403,2.7706626495403306,4.213067507866127,1.4015330485241448,Iris-versicolor
52,6.654480247339457,3.2764359244894066,5.505969433297342,2.388013445917009,Iris-virginica
53,5.437609828841058,4.170146683378272,1.5737587788971665,0.12125623457966433,Iris-setosa
54,4.391429315653703,3.0133773386175444,1.2733165294594666,0.1281161113622335,Iris-setosa
55,5.367910088360843,3.4843107247087763,1.3179877345940207,0.21139856375642868,Iris-setosa
56,6.6596304122675996,3.1938718314729995,4.67221301186708,1.4658314914775057,Iris-versicolor
57,4.939228104296299,3.4469428536681224,1.5144907040564393,0.3168858107927768,Iris-setosa
58,6.587181053776041,3.0090351465419776,4.377647951094882,1.3522976239413949,Iris-versicolor
59,5.658539364039116,3.7300670575755452,1.7401252123267428,0.26574936000353017,Iris-setosa
60,5.34660403539244,4.127381660551961,1.5330130616131568,0.1918417665730674,Iris-setosa
61,4.937251049254658,3.1184805203449404,1.5029726874800353,0.17389131959188306,Iris-setosa
62,7.353490938275285,2.984478833113548,6.002611245703269,1.5723181233065302,Iris-virginica
63,4.588573413033049,3.115197398619957,1.3435233683135082,0.16993727178609558,Iris-setosa
64,5.485771071551579,4.216506505093923,1.567449989424965,0.1844623419947619,Iris-setosa
65,5.6400980247295935,2.7140321995485945,3.633755944489616,1.039249370995753,Iris-versicolor
66,6.387331635084959,2.695582042731597,5.0222509368989545,1.9812614894991327,Iris-virginica
67,4.369282206275079,3.2332364294935694,1.572415294052635,0.17688964855764372,Iris-setosa
68,6.38361718254968,2.666981790607166,5.2045422482787,1.9715082810971416,Iris-virginica
69,4.892259310432496,3.1625840364282243,1.5551272486040761,0.11104611389492595,Iris-setosa
70,6.674090439139785,3.175478858681856,5.653176391423257,2.4934226871459995,Iris-virginica
71,5.413611315086,2.293539726073982,4.129858254914655,1.3857810292573158,Iris-versicolor
72,7.29029917237635,3.607853228615565,6.041735627171179,2.412744535527347,Iris-virginica
73,5.498198690018134,3.0521168891385533,4.253889634350635,1.5030820832925116,Iris-versicolor
74,7.265775578561689,2.891805979467694,6.018236001170766,1.8544980923284096,Iris-virginica
75,4.316168385015207,2.8697549202676407,1.368914626947212,0.17906217348805453,Iris-setosa
76,5.516368705953959,3.374413643783678,1.5198939609332387,0.38546907652058193,Iris-setosa
77,4.997818666748099,3.192452557554855,1.7040543845557088,0.1687811025761407,Iris-setosa
78,5.00620858287033,3.3371080985862323,1.818756783920788,0.4192032676811846,Iris-setosa
79,5.531642840165233,3.7354922425432657,1.4795645348247703,0.12419872828230753,Iris-setosa
80,5.541671161844419,3.876476422923654,1.7048322602409443,0.4009614597264261,Iris-setosa
81,5.906154839167632,2.657994558592172,3.9146432554919417,1.1944409986373172,Iris-versicolor
82,5.47730798649065,3.464436788524445,1.3063330856106676,0.11266365977507159,Iris-setosa
83,6.710433289042233,2.96022117927388,4.972267332111315,1.7693272690247992,Iris-versicolor
84,5.686951011973793,2.803879005416413,4.194806440120882,1.314945666947064,Iris-versicolor
85,4.709614141836183,3.0342482621628144,1.3324099774770626,0.3271920366117571,Iris-setosa
86,5.706093167531418,2.720933197932304,3.569593830645928,1.3563759039449776,Iris-versicolor
87,4.632907473733546,3.595827214522175,1.0967941733635331,0.15458831389049416,Iris-setosa
88,6.981107014136802,3.172236111145141,4.8421688771802,1.4607778383453622,Iris-versicolor
89,7.646164213035609,3.0354704454253545,6.7447488546123475,2.3099461259732554,Iris-virginica
90,5.190957677181782,3.745424973913277,2.038899357988874,0.38526788569559145,Iris-setosa
91,6.384345101934209,3.218746533177086,4.552267943948785,1.6077979536403177,Iris-versicolor
92,5.281101359193608,4.124755285159963,1.4619462092977753,0.14027119829066628,Iris-setosa
93,6.3988441681520305,2.8965721906058968,5.527492982197563,1.8786371036141565,Iris-virginica
94,5.199326411083644,3.761381449548316,1.2963254961406074,0.3680274100188628,Iris-setosa
95,5.0050494192305415,3.291210780406819,1.0562781472995868,0.1298164147296983,Iris-setosa
96,6.42279851514344,3.2278835265729495,4.86768914832221,1.477666185595292,Iris-virginica
97,4.854827137875397,3.2914394015717257,1.4544834766460595,0.2122097540589707,Iris-setosa
98,6.570300958907328,3.233610606162607,5.14272044809749,1.9028698808971034,Iris-virginica
99,4.74755995635445,3.1980818164541898,1.5687991081789334,0.18680963387014932,Iris-setosa
